id|idawardtype|winner|category
225157|3112|True|b'best score migliore colonna sonora'
225210|3112|True|b'best score migliore colonna sonora'
225268|3112|True|b'best score migliore colonna sonora'
225329|3112|True|b'best score migliore colonna sonora'
226060|3106|True|b'best original score migliori musiche'
226071|3106|True|b'best original score migliori musiche'
226117|3106|True|b'best original score migliori musiche'
226136|3106|True|b'best original score migliori musiche'
226162|3106|True|b'best original score migliori musiche'
226183|3106|True|b'best original score migliori musiche'
226199|3106|True|b'best original score migliori musiche'
226206|3106|True|b'best original score migliori musiche'
226381|3106|True|b'best original score migliori musiche'
226417|3106|True|b'best original score migliori musiche'
226452|3106|True|b'best original score migliori musiche'
226479|3106|True|b'best original score migliori musiche'
226536|3106|True|b'best original score migliori musiche'
226606|3118|True|b'best score migliore musica'
226618|3118|True|b'best score migliore musica'
229003|3137|True|b'best music score'
229737|3140|True|b'best original score'
229926|3147|True|b'best original score'
229995|3147|True|b'best original score'
229998|3147|True|b'best original score soundtrack film and television'
230040|3147|True|b'best original score soundtrack film and television'
230058|3148|True|b'best background score'
230296|3157|True|b'best score beste musik'
231547|3177|True|b'best original score'
231620|3177|True|b'best original score'
231825|3177|True|b'best original score'
232537|3173|True|b'best film score'
232697|3171|True|b'best film score beste filmmusik'
232711|3171|True|b'best film score beste filmmusik'
232888|3171|True|b'best film score beste filmmusik'
233225|3171|True|b'best film score beste filmmusik'
233291|3171|True|b'best film score beste filmmusik'
233343|3171|True|b'best film score beste filmmusik'
233365|3171|True|b'best film score beste filmmusik'
233410|3171|True|b'best film score beste filmmusik'
233439|3171|True|b'best film score beste filmmusik'
233482|3171|True|b'best film score beste filmmusik'
233553|3171|True|b'best film score beste filmmusik'
233599|3171|True|b'best film score beste filmmusik'
233650|3171|True|b'best film score beste filmmusik'
233690|3171|True|b'best film score beste filmmusik'
233733|3171|True|b'best film score beste filmmusik'
233833|3171|True|b'best film score beste filmmusik'
233879|3171|True|b'best film score beste filmmusik'
233923|3171|True|b'best film score beste filmmusik'
234013|3171|True|b'best film score beste filmmusik'
234167|3170|True|b'best film score beste filmmusik'
234178|3170|True|b'best film score beste filmmusik'
234187|3170|True|b'best film score beste filmmusik'
234196|3170|True|b'best film score beste filmmusik'
234204|3170|True|b'best film score beste musik'
234213|3170|True|b'best film score beste musik'
234230|3170|True|b'best film score beste musik'
234263|3170|True|b'best film score beste musik'
234294|3170|True|b'best film score beste musik'
234295|3170|True|b'best film score beste musik'
234396|3170|True|b'best film score beste musik'
234423|3170|True|b'best film score beste musik'
236479|3202|True|b'best music score'
236867|3202|True|b'best music score'
237352|3202|True|b'best achievement in music   original score'
239045|3211|True|b'best original score millor m\xc3\xbasica original'
239170|3211|True|b'best original score millor m\xc3\xbasica original'
239239|3211|True|b'best original score millor m\xc3\xbasica original'
239600|3211|True|b'best original score millor m\xc3\xbasica original'
239676|3211|True|b'best original score millor m\xc3\xbasica original'
239757|3211|True|b'best original score millor m\xc3\xbasica original'
239833|3211|True|b'best original score millor m\xc3\xbasica original'
242387|3211|True|b'best original score millor m\xc3\xbasica original'
242960|3225|True|b'best musical score'
243410|3239|True|b'best score'
243487|3239|True|b'best score'
243573|3239|True|b'best score'
243662|3243|True|b'best score'
243762|3246|True|b'best score'
245428|3297|True|b'best soundtrack and score'
245571|3297|True|b'best score'
245659|3297|True|b'best score'
245808|3297|True|b'best score'
247327|3328|True|b'best original score'
248412|3362|True|b'best original score'
250223|3372|True|b'best background score'
250244|3372|True|b'best background score'
250272|3372|True|b'best background score'
250293|3372|True|b'best background score'
250344|3372|True|b'best background score'
250387|3372|True|b'best background score'
250472|3372|True|b'best background score'
250505|3372|True|b'best background score'
250550|3372|True|b'best background score'
250589|3372|True|b'best background score'
250638|3372|True|b'best background score'
250639|3372|True|b'best background score'
250708|3372|True|b'best background score'
250802|3372|True|b'best background score'
250927|3372|True|b'best background score'
251663|3372|True|b'best background score'
251741|3372|True|b'best background score'
252556|3398|True|b'best musical score'
252730|3398|True|b'best music score'
253269|3414|True|b'best score migliore musica'
253276|3414|True|b'best score migliore musica'
253281|3414|True|b'best score migliore musica'
253287|3414|True|b'best score migliore musica'
253873|3497|True|b'best original score'
254843|3570|True|b'best original score'
255216|3579|True|b'best original score'
255248|3579|True|b'best original score'
255279|3579|True|b'best original score'
255310|3579|True|b'best original score'
255471|3579|True|b'best original score'
257968|3607|True|b'best musical score'
258153|3607|True|b'best musical score'
258276|3607|True|b'best musical score'
258371|3607|True|b'best musical score'
258727|3621|True|b'best score'
258760|3621|True|b'best score'
258792|3621|True|b'best score'
258926|3621|True|b'best score'
258957|3621|True|b'best score'
258988|3621|True|b'best score'
259026|3621|True|b'best score'
259061|3621|True|b'best score'
259101|3621|True|b'best score'
259140|3621|True|b'best score'
259220|3621|True|b'best score'
259257|3620|True|b'best film score'
